pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
786,999,14631286785924714443,7923987509894337839,value,legacy,1,0,1,0,1,162,177,158,162,161,107,109,3,2,10,9,9,10,0,0,1,0,0
787,999,10331784492165766826,10227502640736136277,legacy,value,1,0,1,0,1,61,52,42,61,60,35,24,0,0,5,2,3,6,0,0,0,0,0
787,999,10331784492165766826,10227502640736136277,value,legacy,1,0,1,0,1,233,262,224,233,232,155,171,3,1,14,13,11,12,0,0,0,0,0
788,999,2156863512270574980,1266003902402034102,legacy,value,-1,1,0,0,2,75,71,87,74,75,45,52,0,0,4,8,5,1,0,0,0,0,0
788,999,2156863512270574980,1266003902402034102,value,legacy,1,0,1,0,1,268,294,260,268,267,181,194,2,2,13,16,18,16,0,0,0,0,0
789,999,331820886294946684,9442143748047642337,legacy,value,-1,1,0,0,2,352,340,355,351,352,249,250,4,6,23,24,16,16,0,0,0,0,0
789,999,331820886294946684,9442143748047642337,value,legacy,-1,1,0,0,2,270,296,300,269,270,185,208,4,3,16,17,17,10,0,0,0,0,0
790,999,1641295979122306668,7197028393840819572,legacy,value,1,0,1,0,1,161,165,165,161,160,125,107,3,0,8,6,8,11,0,0,0,0,0
790,999,1641295979122306668,7197028393840819572,value,legacy,1,0,1,0,1,193,216,187,193,192,128,134,2,2,12,7,8,8,0,0,1,0,0
791,999,2580871999033687785,9451118124046151844,legacy,value,1,0,1,0,1,50,60,46,50,49,33,32,0,0,2,2,4,3,0,0,0,0,0
791,999,2580871999033687785,9451118124046151844,value,legacy,-1,1,0,0,2,101,96,107,100,101,64,72,1,1,5,8,7,4,0,0,0,0,0
792,999,10542702858641595594,8489809348668807036,legacy,value,1,0,1,0,1,105,114,101,105,104,78,71,1,1,7,8,8,5,0,0,0,0,0
792,999,10542702858641595594,8489809348668807036,value,legacy,-1,1,0,0,2,725,747,746,724,725,514,535,7,10,45,38,40,43,0,0,0,0,0
793,999,3179461420325954030,10080974919330891958,legacy,value,-1,1,0,0,2,174,163,194,173,174,119,117,2,1,9,9,9,13,0,0,1,0,0
793,999,3179461420325954030,10080974919330891958,value,legacy,1,0,1,0,1,596,644,607,596,595,414,425,3,8,42,27,31,33,0,0,0,0,0
794,999,13216148541823129560,3890253321254098708,legacy,value,-1,1,0,0,2,306,303,322,305,306,218,226,2,3,18,18,12,16,0,0,0,1,0
794,999,13216148541823129560,3890253321254098708,value,legacy,1,0,1,0,1,156,175,147,156,155,106,105,2,2,10,9,9,10,0,0,0,0,0
795,999,9560453865915358888,17428598293641066487,legacy,value,1,0,1,0,1,303,322,304,303,302,205,206,4,1,25,16,11,20,0,0,0,0,0
795,999,9560453865915358888,17428598293641066487,value,legacy,-1,1,0,0,2,152,166,164,151,152,105,119,2,2,9,7,6,8,0,0,0,0,0
796,999,8163162874950494667,17193519974323384171,legacy,value,1,0,1,0,1,526,549,553,526,525,391,369,6,8,33,32,23,27,0,0,0,0,0
796,999,8163162874950494667,17193519974323384171,value,legacy,-1,1,0,0,2,156,161,162,155,156,93,114,0,1,11,8,10,8,0,0,1,0,0
797,999,11441529382635796155,966357065028942720,legacy,value,-1,1,0,0,2,427,414,446,426,427,300,289,1,3,18,30,22,21,0,0,0,1,0
797,999,11441529382635796155,966357065028942720,value,legacy,-1,1,0,0,2,395,411,399,394,395,261,294,4,3,28,25,20,17,1,0,1,0,0
798,999,15193655232632716518,1517885474538720905,legacy,value,1,0,1,0,1,241,273,265,241,240,203,192,3,4,12,15,10,7,0,0,0,0,0
798,999,15193655232632716518,1517885474538720905,value,legacy,-1,1,0,0,2,147,142,160,146,147,100,106,2,0,11,9,5,7,0,0,0,0,0
799,999,12976241054015918339,14191090418658528983,legacy,value,-1,1,0,0,2,305,313,326,304,305,207,213,4,2,19,23,18,15,0,0,1,0,0
799,999,12976241054015918339,14191090418658528983,value,legacy,-1,1,0,0,2,178,178,199,177,178,128,128,1,3,10,6,9,10,0,0,0,0,0
800,999,11681150526003630870,10488229689468314799,legacy,value,1,0,1,0,1,642,680,681,642,641,478,457,3,5,39,39,35,40,0,0,0,0,0
800,999,11681150526003630870,10488229689468314799,value,legacy,1,0,1,0,1,861,927,873,861,860,615,650,4,14,47,39,53,49,0,0,0,2,0
801,999,6616950737268325567,7481000642400508375,legacy,value,1,0,1,0,1,215,243,231,215,214,162,154,4,1,9,16,16,9,0,0,1,0,0
801,999,6616950737268325567,7481000642400508375,value,legacy,1,0,1,0,1,293,341,290,293,292,197,214,3,1,18,15,17,15,0,0,1,0,0
802,999,625389930340332737,11495589606668474505,legacy,value,-1,1,0,0,2,72,67,71,71,72,40,55,1,0,3,6,5,2,0,0,0,0,0
802,999,625389930340332737,11495589606668474505,value,legacy,-1,1,0,0,2,297,320,321,296,297,202,212,4,2,17,16,13,20,0,0,1,1,0
803,999,12730877703310484045,16963418455399695965,legacy,value,1,0,1,0,1,119,129,124,119,118,91,79,2,3,7,5,6,7,0,0,0,0,0
803,999,12730877703310484045,16963418455399695965,value,legacy,1,0,1,0,1,400,467,424,400,399,303,317,3,4,25,18,19,20,0,0,0,1,0
804,999,1146272862404568258,14405067923187517695,legacy,value,-1,1,0,0,2,406,398,444,405,406,299,276,6,3,22,23,20,28,0,0,0,0,0
804,999,1146272862404568258,14405067923187517695,value,legacy,1,0,1,0,1,194,241,202,194,193,134,153,0,5,12,7,11,5,0,0,0,0,0
805,999,1797446999528693408,16614976618811087454,legacy,value,1,0,1,0,1,481,521,514,481,480,359,341,4,8,31,34,24,20,0,0,0,1,0
805,999,1797446999528693408,16614976618811087454,value,legacy,1,0,1,0,1,75,100,74,75,74,57,56,0,1,4,2,3,3,0,0,1,0,0
806,999,6940755066567545430,3690171790002701474,legacy,value,1,0,1,0,1,244,248,237,244,243,173,167,1,1,11,16,15,14,0,0,0,0,0
806,999,6940755066567545430,3690171790002701474,value,legacy,1,0,1,0,1,119,134,103,119,118,76,80,0,0,11,11,5,2,0,0,0,1,0
807,999,16567197785910519658,16495126470261768001,legacy,value,1,0,1,0,1,119,131,115,119,118,83,72,1,3,5,5,9,7,0,0,0,0,0
807,999,16567197785910519658,16495126470261768001,value,legacy,-1,1,0,0,2,289,313,315,288,289,207,222,1,3,18,13,22,18,0,0,0,0,0
808,999,6069187855160200827,14483719461184298794,legacy,value,1,0,1,0,1,50,46,39,50,49,28,22,0,0,4,4,2,3,0,0,0,0,0
808,999,6069187855160200827,14483719461184298794,value,legacy,1,0,1,0,1,342,385,362,342,341,257,255,2,6,24,20,18,16,0,0,0,0,0
809,999,16607522340135424682,14305417399963996024,legacy,value,1,0,1,0,1,1000,1048,1027,1000,999,701,699,13,13,59,59,52,57,0,0,1,0,0
809,999,16607522340135424682,14305417399963996024,value,legacy,-1,1,0,0,2,61,44,52,60,61,28,37,0,0,2,7,5,2,0,0,0,0,0
810,999,10368914900162675146,15231655093850187735,legacy,value,-1,1,0,0,2,411,431,444,410,411,303,310,6,5,24,22,21,24,0,0,0,2,0
810,999,10368914900162675146,15231655093850187735,value,legacy,1,0,1,0,1,586,630,593,586,585,403,418,3,8,39,38,34,25,0,0,0,0,0
811,999,8571135737670113741,16575713774326591213,legacy,value,1,0,1,0,1,141,140,135,141,140,103,90,1,2,11,9,5,8,0,0,0,0,0
811,999,8571135737670113741,16575713774326591213,value,legacy,-1,1,0,0,2,17,7,18,16,17,3,9,0,0,1,1,1,2,0,0,0,0,0
812,999,8130164644071088892,3098562542621792390,legacy,value,1,0,1,0,1,77,92,74,77,76,52,43,0,1,6,3,4,7,0,0,1,0,0
812,999,8130164644071088892,3098562542621792390,value,legacy,-1,1,0,0,2,66,65,72,65,66,39,44,0,0,5,3,4,5,0,0,1,0,0
813,999,3933026904204095576,11559475304781299010,legacy,value,1,0,1,0,1,38,46,25,38,37,23,19,0,1,3,2,1,2,0,0,0,0,0
813,999,3933026904204095576,11559475304781299010,value,legacy,1,0,1,0,1,410,427,402,410,409,290,298,1,8,24,23,24,19,0,0,0,0,0
814,999,11186559187515257342,7645803823699851303,legacy,value,1,0,1,0,1,121,125,114,121,120,83,77,0,3,5,4,9,8,0,0,0,0,0
814,999,11186559187515257342,7645803823699851303,value,legacy,-1,1,0,0,2,67,51,59,66,67,28,37,0,1,4,6,5,2,0,0,0,0,0
815,999,13714104864296342033,13918881949225744562,legacy,value,1,0,1,0,1,177,197,175,177,176,124,116,0,1,16,9,7,13,0,0,0,0,0
815,999,13714104864296342033,13918881949225744562,value,legacy,-1,1,0,0,2,103,111,109,102,103,63,75,0,1,6,4,7,6,0,0,0,0,0
816,999,567311724319246688,3852086278570488248,legacy,value,1,0,1,0,1,428,467,450,428,427,304,301,4,4,22,24,30,24,0,0,0,0,0
816,999,567311724319246688,3852086278570488248,value,legacy,-1,1,0,0,2,185,168,168,184,185,110,124,0,4,14,13,9,6,0,0,0,0,0
817,999,10766484988817720525,9562635997741263673,legacy,value,-1,1,0,0,2,153,161,188,152,153,109,101,2,2,10,4,5,11,0,0,0,1,0
817,999,10766484988817720525,9562635997741263673,value,legacy,-1,1,0,0,2,39,24,38,38,39,16,25,0,0,3,3,1,3,0,0,0,0,0
818,999,6326367777412561768,6706000995326057196,legacy,value,-1,1,0,0,2,192,207,222,191,192,137,150,5,3,8,11,12,6,0,0,0,0,0
818,999,6326367777412561768,6706000995326057196,value,legacy,-1,1,0,0,2,68,56,73,67,68,37,42,0,2,2,3,5,5,0,0,0,0,0
819,999,13016538282048042162,17388967484988968167,legacy,value,-1,1,0,0,2,153,165,179,152,153,106,117,2,1,8,14,9,5,0,0,0,0,0
819,999,13016538282048042162,17388967484988968167,value,legacy,-1,1,0,0,2,359,380,376,358,359,247,267,4,4,22,26,18,17,0,0,0,0,0
820,999,15077976468969025391,1948155864228869442,legacy,value,1,0,1,0,1,1599,1695,1737,1599,1598,1202,1155,12,12,96,106,80,88,0,0,2,0,0
820,999,15077976468969025391,1948155864228869442,value,legacy,-1,1,0,0,2,202,206,202,201,202,122,136,3,2,9,13,12,8,0,0,0,0,0
821,999,13601401409630255739,10856058778250351806,legacy,value,1,0,1,0,1,48,57,40,48,47,32,23,2,0,3,6,1,1,0,0,0,0,0
821,999,13601401409630255739,10856058778250351806,value,legacy,-1,1,0,0,2,46,37,49,45,46,28,29,0,1,4,4,1,2,0,0,0,0,0
822,999,14184496465277227121,11920287902520382293,legacy,value,1,0,1,0,1,132,130,133,132,131,94,76,2,1,10,10,6,6,0,0,0,0,0
822,999,14184496465277227121,11920287902520382293,value,legacy,1,0,1,0,1,341,367,345,341,340,247,250,3,3,22,21,15,16,0,0,0,0,0
823,999,17023033273531581912,4305949638556223574,legacy,value,1,0,1,0,1,40,50,34,40,39,27,21,0,0,1,4,3,1,0,0,0,0,0
823,999,17023033273531581912,4305949638556223574,value,legacy,1,0,1,0,1,39,51,30,39,38,28,25,0,0,1,4,3,1,0,0,0,0,0
824,999,13807774529880903814,5428680725842962791,legacy,value,1,0,1,0,1,249,301,279,249,248,193,183,7,1,9,14,9,16,0,0,0,0,0
824,999,13807774529880903814,5428680725842962791,value,legacy,-1,1,0,0,2,316,353,318,315,316,213,262,5,1,16,22,19,11,0,0,0,0,0
825,999,13587815693364576189,17439542032231657859,legacy,value,-1,1,0,0,2,98,82,105,97,98,59,61,1,2,6,6,5,5,0,0,0,0,0
825,999,13587815693364576189,17439542032231657859,value,legacy,1,0,1,0,1,27,37,22,27,26,20,14,0,0,0,1,2,2,0,0,0,0,0
826,999,8588022450519430379,16205824880087372118,legacy,value,1,0,1,0,1,257,271,278,257,256,204,173,4,2,15,17,8,12,0,0,0,0,0
826,999,8588022450519430379,16205824880087372118,value,legacy,-1,1,0,0,2,177,189,189,176,177,122,138,0,1,9,10,14,9,0,0,0,0,0
827,999,4485505468436012206,5795256498831014452,legacy,value,1,0,1,0,1,34,30,20,34,33,15,10,1,0,2,2,1,2,0,0,0,0,0
827,999,4485505468436012206,5795256498831014452,value,legacy,-1,1,0,0,2,192,184,187,191,192,121,129,1,4,14,10,12,11,0,0,0,0,0
828,999,17909871689260175677,11382147184958427255,legacy,value,1,0,1,0,1,390,416,409,390,389,290,276,7,5,24,23,19,22,0,0,1,0,0
828,999,17909871689260175677,11382147184958427255,value,legacy,-1,1,0,0,2,347,368,366,346,347,237,269,1,5,16,13,25,21,0,0,0,0,0
829,999,16406939830002699959,16367420515143643137,legacy,value,-1,1,0,0,2,76,65,79,75,76,47,52,0,0,7,5,3,6,0,0,0,0,0
829,999,16406939830002699959,16367420515143643137,value,legacy,-1,1,0,0,2,70,53,67,69,70,32,39,0,1,4,4,6,4,0,0,0,0,0
830,999,6559547644839569075,8146325717185197348,legacy,value,1,0,1,0,1,1001,1059,1063,1001,1000,734,715,8,11,52,53,57,60,0,1,1,0,0
830,999,6559547644839569075,8146325717185197348,value,legacy,-1,1,0,0,2,138,122,130,137,138,85,95,3,3,8,8,7,7,0,0,0,0,0
831,999,17598542485722304614,15285867415080665358,legacy,value,-1,1,0,0,2,36,27,45,35,36,18,20,0,1,2,1,2,3,0,0,0,0,0
831,999,17598542485722304614,15285867415080665358,value,legacy,1,0,1,0,1,157,171,139,157,156,105,107,3,1,8,11,8,7,0,0,0,0,0
832,999,3980962312236188237,16429470129240787537,legacy,value,1,0,1,0,1,429,453,443,429,428,309,295,7,2,22,28,20,21,0,0,0,0,0
832,999,3980962312236188237,16429470129240787537,value,legacy,1,0,1,0,1,44,47,25,44,43,23,17,0,0,4,4,2,1,0,0,0,0,0
833,999,1946436243032734138,16191587014266813221,legacy,value,-1,1,0,0,2,42,33,48,41,42,23,27,1,1,4,2,1,3,0,0,0,0,0
833,999,1946436243032734138,16191587014266813221,value,legacy,-1,1,0,0,2,76,69,90,75,76,57,60,2,1,4,5,2,2,0,0,0,0,0
834,999,8989241649989290326,52733351223916717,legacy,value,1,0,1,0,1,275,296,288,275,274,215,201,1,4,15,11,16,20,0,0,0,0,0
834,999,8989241649989290326,52733351223916717,value,legacy,-1,1,0,0,2,34,27,35,33,34,15,21,0,0,1,2,3,2,0,0,0,0,0
835,999,10437914557348412523,2840164957991854229,legacy,value,1,0,1,0,1,97,102,86,97,96,72,66,0,0,6,5,6,4,0,0,0,0,0
835,999,10437914557348412523,2840164957991854229,value,legacy,1,0,1,0,1,201,226,221,201,200,148,141,4,2,14,11,8,13,0,0,0,0,0
836,999,12734357578915369314,2826018742255454811,legacy,value,1,0,1,0,1,21,18,8,21,20,11,3,0,0,3,3,0,0,0,0,0,0,0
836,999,12734357578915369314,2826018742255454811,value,legacy,-1,1,0,0,2,159,150,160,158,159,93,103,2,0,10,14,9,7,0,0,0,0,0
837,999,17866025943743920186,11053765900507725116,legacy,value,-1,1,0,0,2,376,349,376,375,376,261,253,3,5,23,22,21,17,0,0,0,0,0
837,999,17866025943743920186,11053765900507725116,value,legacy,1,0,1,0,1,295,326,280,295,294,200,215,2,4,13,14,23,11,0,0,0,0,0
838,999,14695950246436633200,2314890156714414877,legacy,value,1,0,1,0,1,38,40,29,38,37,23,18,0,0,3,3,1,2,0,0,0,0,0
838,999,14695950246436633200,2314890156714414877,value,legacy,1,0,1,0,1,351,368,345,351,350,239,242,8,1,13,17,26,28,0,0,0,0,0
839,999,16497073249351002567,12723482778164283551,legacy,value,1,0,1,0,1,59,70,53,59,58,42,34,2,2,4,3,3,2,0,0,1,1,0
839,999,16497073249351002567,12723482778164283551,value,legacy,1,0,1,0,1,509,517,519,509,508,379,355,6,4,29,36,26,20,0,0,1,0,0
840,999,8996509376416387537,4831494324563799758,legacy,value,1,0,1,0,1,162,172,164,162,161,125,114,3,2,10,12,5,9,0,0,1,0,0
840,999,8996509376416387537,4831494324563799758,value,legacy,1,0,1,0,1,776,852,811,776,775,571,596,11,8,36,45,49,40,0,0,0,0,0
841,999,7006485241135403066,12258031987224545675,legacy,value,1,0,1,0,1,1023,1092,1116,1023,1022,795,759,16,8,56,55,45,56,0,0,0,0,0
841,999,7006485241135403066,12258031987224545675,value,legacy,-1,1,0,0,2,472,509,502,471,472,336,360,2,6,28,27,30,20,0,0,0,0,0
842,999,12320945355054736973,13714428286651214841,legacy,value,1,0,1,0,1,63,66,55,63,62,37,29,0,0,4,3,2,4,0,0,0,0,0
842,999,12320945355054736973,13714428286651214841,value,legacy,-1,1,0,0,2,58,53,59,57,58,26,40,0,0,6,3,1,1,1,0,0,1,0
843,999,6782774918869754280,15070288703665497079,legacy,value,-1,1,0,0,2,59,57,74,58,59,38,37,0,0,4,1,4,5,0,0,0,0,0
843,999,6782774918869754280,15070288703665497079,value,legacy,-1,1,0,0,2,303,322,320,302,303,201,222,2,2,18,14,19,21,0,0,1,0,0
844,999,3319964234608394658,16935205663674779054,legacy,value,1,0,1,0,1,118,130,115,118,117,84,74,2,2,10,5,5,9,0,0,1,1,0
844,999,3319964234608394658,16935205663674779054,value,legacy,1,0,1,0,1,129,133,116,129,128,82,90,0,3,11,7,5,6,0,0,0,0,0
845,999,7982108760124248542,16799778202741370045,legacy,value,-1,1,0,0,2,269,267,298,268,269,198,192,4,1,21,18,9,14,0,0,1,0,0
845,999,7982108760124248542,16799778202741370045,value,legacy,-1,1,0,0,2,122,118,124,121,122,73,84,1,0,8,9,6,6,0,0,0,0,0
846,999,2916849966631207371,17106696657118880715,legacy,value,-1,1,0,0,2,41,30,47,40,41,23,23,0,0,3,5,1,1,0,0,0,0,0
846,999,2916849966631207371,17106696657118880715,value,legacy,-1,1,0,0,2,68,52,62,67,68,35,41,0,0,7,5,1,3,0,0,0,0,0
847,999,1898672115156975471,18204791487113518312,legacy,value,-1,1,0,0,2,63,60,75,62,63,39,47,0,0,7,5,1,3,0,0,0,0,0
847,999,1898672115156975471,18204791487113518312,value,legacy,1,0,1,0,1,322,316,287,322,321,207,219,4,3,22,16,19,21,0,0,0,0,0
848,999,10807433538841838168,18150837488278960181,legacy,value,1,0,1,0,1,25,22,12,25,24,13,5,0,0,1,1,2,2,0,0,0,0,0
848,999,10807433538841838168,18150837488278960181,value,legacy,1,0,1,0,1,59,68,55,59,58,40,37,1,1,3,2,4,4,0,0,0,0,0
849,999,10672398253581419584,17366399930106416350,legacy,value,1,0,1,0,1,489,543,553,489,488,387,360,6,2,29,33,25,24,0,0,1,0,0
849,999,10672398253581419584,17366399930106416350,value,legacy,-1,1,0,0,2,309,310,318,308,309,198,215,2,1,18,21,19,14,0,0,1,0,0
850,999,15951003039570338838,6679441182890968961,legacy,value,-1,1,0,0,2,384,400,417,383,384,262,268,5,2,19,19,21,26,0,0,0,0,0
850,999,15951003039570338838,6679441182890968961,value,legacy,-1,1,0,0,2,68,56,70,67,68,35,40,2,0,1,2,6,6,0,0,0,0,0
851,999,14689192170516402705,10600262182851852977,legacy,value,-1,1,0,0,2,367,378,398,366,367,263,259,3,5,24,22,17,24,0,0,0,0,0
851,999,14689192170516402705,10600262182851852977,value,legacy,1,0,1,0,1,379,426,390,379,378,288,305,3,5,27,19,13,17,0,0,0,0,0
852,999,3117819281193426871,11756489153860999333,legacy,value,1,0,1,0,1,434,453,470,434,433,337,303,8,7,27,24,15,24,0,0,1,0,0
852,999,3117819281193426871,11756489153860999333,value,legacy,-1,1,0,0,2,267,290,291,266,267,191,206,2,7,16,12,14,7,0,0,0,0,0
853,999,3259592798350986335,6250449890587357886,legacy,value,1,0,1,0,1,252,260,260,252,251,188,170,4,2,11,15,12,15,0,0,0,0,0
853,999,3259592798350986335,6250449890587357886,value,legacy,-1,1,0,0,2,261,262,255,260,261,165,182,2,3,13,14,19,13,0,0,0,1,0
854,999,16093357710758666010,28665844045413697,legacy,value,-1,1,0,0,2,533,568,584,532,533,409,413,9,6,22,19,31,31,0,0,0,0,0
854,999,16093357710758666010,28665844045413697,value,legacy,1,0,1,0,1,447,466,432,447,446,300,312,1,5,34,27,26,28,0,0,1,1,0
855,999,16978806915757242149,18406553537098093119,legacy,value,-1,1,0,0,2,242,236,258,241,242,166,162,1,0,12,19,17,14,0,0,0,0,0
855,999,16978806915757242149,18406553537098093119,value,legacy,1,0,1,0,1,747,802,752,747,746,526,549,10,6,45,45,45,42,1,0,0,0,0
856,999,15277044587355659315,2910879933627504961,legacy,value,1,0,1,0,1,205,222,219,205,204,156,141,1,1,12,16,11,11,0,0,0,0,0
856,999,15277044587355659315,2910879933627504961,value,legacy,1,0,1,0,1,295,315,289,295,294,207,214,2,6,20,16,18,16,0,0,0,0,0
857,999,7066312293446563320,9145569996535457791,legacy,value,1,0,1,0,1,74,75,63,74,73,52,49,1,1,4,5,4,3,0,0,0,0,0
857,999,7066312293446563320,9145569996535457791,value,legacy,1,0,1,0,1,168,206,170,168,167,118,125,2,4,8,8,13,7,0,0,0,0,0
858,999,6930014895294220633,3897374613630781873,legacy,value,-1,1,0,0,2,54,39,64,53,54,28,31,0,0,3,3,3,5,0,0,0,0,0
858,999,6930014895294220633,3897374613630781873,value,legacy,-1,1,0,0,2,65,50,65,64,65,36,47,0,0,3,6,3,2,0,0,0,0,0
859,999,10579659793325320709,3830073339040900722,legacy,value,-1,1,0,0,2,59,48,59,58,59,27,34,1,0,2,3,4,4,0,0,0,0,0
859,999,10579659793325320709,3830073339040900722,value,legacy,1,0,1,0,1,892,948,894,892,891,622,655,7,13,61,41,44,44,0,0,1,0,0
860,999,3970361244851459836,1902381637168064612,legacy,value,1,0,1,0,1,419,435,448,419,418,307,277,2,2,25,25,21,26,0,0,0,0,0
860,999,3970361244851459836,1902381637168064612,value,legacy,-1,1,0,0,2,147,140,157,146,147,91,94,0,0,12,10,9,8,0,0,0,0,0
861,999,16435493677884409716,17080957968136091466,legacy,value,1,0,1,0,1,167,178,156,167,166,105,106,1,1,13,8,8,12,0,0,1,0,0
861,999,16435493677884409716,17080957968136091466,value,legacy,-1,1,0,0,2,601,596,590,600,601,406,424,4,10,41,36,30,33,0,0,0,0,0
862,999,11009410147119836148,7930768784956847813,legacy,value,1,0,1,0,1,110,115,99,110,109,79,74,3,0,6,7,4,7,0,0,1,0,0
862,999,11009410147119836148,7930768784956847813,value,legacy,-1,1,0,0,2,116,116,118,115,116,79,89,0,0,8,8,7,5,0,0,0,0,0
863,999,737370883998085633,14548880792215678208,legacy,value,1,0,1,0,1,550,592,582,550,549,411,409,4,3,36,36,24,23,0,0,0,0,0
863,999,737370883998085633,14548880792215678208,value,legacy,-1,1,0,0,2,468,484,473,467,468,315,341,3,3,32,35,26,22,0,0,0,1,0
864,999,5076401667474148898,6303541638711144523,legacy,value,1,0,1,0,1,195,203,204,195,194,147,130,3,0,9,11,9,15,0,0,0,2,0
864,999,5076401667474148898,6303541638711144523,value,legacy,1,0,1,0,1,209,241,206,209,208,140,159,2,4,11,7,14,12,0,0,0,0,0
865,999,4154311330555169477,9176323507943902236,legacy,value,1,0,1,0,1,201,208,197,201,200,144,137,1,2,11,12,9,9,0,0,1,0,0
865,999,4154311330555169477,9176323507943902236,value,legacy,-1,1,0,0,2,608,685,642,607,608,425,482,3,7,31,30,37,26,0,0,1,0,0
866,999,11631999072520021191,3934343564891699631,legacy,value,1,0,1,0,1,52,49,42,52,51,30,24,1,1,2,3,2,3,0,0,0,0,0
866,999,11631999072520021191,3934343564891699631,value,legacy,1,0,1,0,1,813,880,806,813,812,563,609,5,13,49,38,47,36,0,0,0,0,0
867,999,18278671373686126046,9817164103153674135,legacy,value,1,0,1,0,1,332,328,320,332,331,227,220,7,5,23,17,13,20,0,0,0,0,0
867,999,18278671373686126046,9817164103153674135,value,legacy,1,0,1,0,1,380,427,387,380,379,256,274,1,0,21,25,24,24,0,0,1,0,0
868,999,13303034081189675887,11185397388673355864,legacy,value,1,0,1,0,1,173,184,174,173,172,128,117,3,1,8,11,10,9,0,0,1,0,0
868,999,13303034081189675887,11185397388673355864,value,legacy,1,0,1,0,1,212,258,220,212,211,166,179,1,3,17,12,11,5,0,0,0,0,0
869,999,16680783310750799241,17958177589811223912,legacy,value,1,0,1,0,1,54,56,43,54,53,37,22,1,1,5,3,1,3,0,0,0,0,0
869,999,16680783310750799241,17958177589811223912,value,legacy,-1,1,0,0,2,743,797,762,742,743,509,558,7,4,48,49,41,29,0,0,1,0,0
870,999,9497208975761392322,17008068978661126974,legacy,value,1,0,1,0,1,27,35,20,27,26,21,10,1,0,1,2,1,2,0,0,0,0,0
870,999,9497208975761392322,17008068978661126974,value,legacy,-1,1,0,0,2,359,374,364,358,359,244,271,3,2,25,18,17,18,0,0,0,0,0
871,999,17380518166646758612,7982521365442118375,legacy,value,-1,1,0,0,2,156,143,170,155,156,99,97,0,0,10,13,8,6,0,1,0,0,0
871,999,17380518166646758612,7982521365442118375,value,legacy,1,0,1,0,1,199,220,189,199,198,145,148,2,2,11,9,12,13,0,0,0,0,0
872,999,1024424941128665724,1663281543274958969,legacy,value,1,0,1,0,1,879,947,984,879,878,682,630,10,6,62,49,32,57,0,0,1,1,0
872,999,1024424941128665724,1663281543274958969,value,legacy,-1,1,0,0,2,89,87,99,88,89,59,68,1,2,5,5,3,6,0,0,0,0,0
873,999,11559264079360327402,17050696440921426071,legacy,value,1,0,1,0,1,95,90,92,95,94,68,52,0,1,2,6,3,5,0,0,1,0,0
873,999,11559264079360327402,17050696440921426071,value,legacy,1,0,1,0,1,266,291,266,266,265,184,184,1,5,16,15,16,13,0,0,0,0,0
874,999,12386744767254785847,17580691607521971014,legacy,value,-1,1,0,0,2,262,279,293,261,262,194,199,4,1,13,20,10,12,0,0,0,0,0
874,999,12386744767254785847,17580691607521971014,value,legacy,1,0,1,0,1,388,432,410,388,387,284,285,0,6,28,25,17,15,0,0,2,0,0
875,999,16595738869946084656,10641988464699462649,legacy,value,1,0,1,0,1,133,157,142,133,132,94,89,1,1,6,6,9,10,0,0,0,0,0
875,999,16595738869946084656,10641988464699462649,value,legacy,-1,1,0,0,2,192,191,195,191,192,127,141,2,1,11,10,12,12,0,1,0,0,0
876,999,7589186390783755018,12411336678188052523,legacy,value,1,0,1,0,1,1075,1165,1182,1075,1074,819,786,11,10,67,62,54,66,0,0,0,2,0
876,999,7589186390783755018,12411336678188052523,value,legacy,1,0,1,0,1,82,97,76,82,81,48,52,1,0,5,5,5,4,0,0,0,0,0
877,999,16166234273196006678,18368529100238089366,legacy,value,1,0,1,0,1,46,54,36,46,45,23,21,0,1,3,2,3,3,0,0,0,1,0
877,999,16166234273196006678,18368529100238089366,value,legacy,1,0,1,0,1,158,196,165,158,157,113,123,1,2,7,6,10,10,0,0,1,1,0
878,999,15979679799052679210,15055982545539257486,legacy,value,-1,1,0,0,2,123,115,138,122,123,87,88,0,1,8,9,5,7,0,0,0,0,0
878,999,15979679799052679210,15055982545539257486,value,legacy,-1,1,0,0,2,277,311,315,276,277,209,226,2,2,16,16,15,13,0,0,0,0,0
879,999,253661375044388323,139225788242911218,legacy,value,-1,1,0,0,2,94,94,100,93,94,62,70,0,1,10,6,2,5,0,0,0,0,0
879,999,253661375044388323,139225788242911218,value,legacy,1,0,1,0,1,91,92,76,91,90,59,54,2,1,4,3,7,6,0,0,0,0,0
880,999,1499205901556022861,5171633005141759544,legacy,value,-1,1,0,0,2,84,75,91,83,84,50,52,0,1,3,5,7,5,0,0,0,0,0
880,999,1499205901556022861,5171633005141759544,value,legacy,1,0,1,0,1,230,248,231,230,229,158,158,2,3,15,13,11,13,0,0,0,0,0
881,999,13509053398655923032,677869973463244112,legacy,value,-1,1,0,0,2,158,146,176,157,158,119,105,2,2,7,9,7,6,0,0,0,0,0
